location,date,zika_bool,max_temp,max_temp1,max_temp2,mean_temp,mean_temp1,mean_temp2,min_temp,min_temp1,min_temp2,dew_point,dew_point1,dew_point2,precipitation,precipitation1,precipitation2,wind,wind1,wind2,density_per_km,airport_dist_any,airport_dist_large,mosquito_dist,gdp,gdp_ppp
Colombia-Antioquia-Angelopolis,2016-02-13,1,30.0,30.0,85.0,24.0,24.0,76.0,19.0,19.0,66.0,15.0,14.0,59.0,0.0,0.0,0.0,9.0,10.0,5.0,129.97012329101562,0.02605225568199921,4.4383643716819545,0.030074673681997423,291.5,666.9
Colombia-Cauca-Toribio,2016-06-04,1,30.0,86.0,90.0,24.0,77.0,79.0,18.0,67.0,68.0,20.0,69.0,70.0,0.51,0.0,0.0,7.0,5.0,5.0,79.82061767578125,0.35668212802281246,7.556327821822766,0.3060488354228107,291.5,666.9
Colombia-Valle_Del_Cauca-Argelia,2016-06-18,1,23.0,23.0,23.0,18.0,18.0,18.0,13.0,13.0,13.0,13.0,13.0,14.0,0.0,15.75,45.21,6.0,5.0,4.0,57.34016799926758,0.267334910477004,2.048946016476979,0.26160727647698984,291.5,666.9
Colombia-Santander-Piedecuesta,2016-06-25,1,78.0,26.0,27.0,71.0,22.0,22.0,64.0,18.0,18.0,66.0,19.0,19.0,0.73,7.87,6.1,4.0,8.0,8.0,438.20733642578125,0.035511206525002295,6.436642204525029,0.018389272525001523,291.5,666.9
Colombia-Sucre-San_Onofre,2016-02-20,1,96.0,35.0,35.0,86.0,30.0,29.0,75.0,24.0,23.0,76.0,24.0,24.0,0.0,0.0,0.0,2.0,5.0,4.0,53.832984924316406,0.14477601798399903,15.372443569983917,0.30157672198399865,291.5,666.9
Colombia-Magdalena-San_Zenon,2016-05-21,1,60.36,61.879999999999995,48.72,51.08,52.599999999999994,41.68,41.04,41.56,34.64,41.84,43.36,32.88,0.19,0.684,0.608,5.48,5.24,6.48,69.98115539550781,0.1218677666182132,20.769569994818195,1.8859264514182137,291.5,666.9
Colombia-Antioquia-Don_Matias,2016-01-09,0,73.0,74.0,75.0,65.0,64.0,63.0,56.0,54.0,52.0,58.0,56.0,53.0,1.45,0.02,0.0,2.0,3.0,4.0,122.27017211914062,0.10370060336500048,4.736180367364964,0.048841209365003545,291.5,666.9
Colombia-Narino-El_Tablon_De_Gomez,2016-01-09,0,75.0,79.0,80.0,67.0,71.0,70.0,59.0,62.0,60.0,61.0,52.0,50.0,0.12,0.08,0.0,3.0,11.0,10.0,202.4744415283203,0.0385488993369999,4.012618833337018,0.6256172953369965,291.5,666.9
Colombia-Bolivar-Turbana,2016-05-28,1,91.0,93.0,33.0,85.0,87.0,30.0,79.0,81.0,26.0,79.0,80.0,26.0,0.28,0.0,38.1,6.0,6.0,10.0,120.36943817138672,0.03307372088500125,16.98367846688501,0.006380276885000118,291.5,666.9
Colombia-Antioquia-San_Pedro_De_Uraba,2016-05-21,1,91.0,32.0,33.0,84.0,28.0,29.0,77.0,24.0,24.0,77.0,24.0,25.0,0.1,0.0,1.27,4.0,8.0,8.0,68.20747375488281,0.3282285140899974,9.651911354089988,0.15361053409000466,291.5,666.9
Mexico-Nuevo_Leon,2016-02-06,1,24.0,73.0,73.0,16.0,58.0,58.0,8.0,44.0,44.0,3.0,37.0,34.0,0.0,1.35,0.0,10.0,7.0,6.0,4271.4140625,0.04680986009209113,0.04680986009209113,0.08086328589209651,1169.6,2270.7
Colombia-Cesar-Manaure,2016-04-02,1,33.0,34.0,33.0,29.0,30.0,29.0,26.0,26.0,24.0,22.0,21.0,22.0,0.0,0.0,0.0,21.0,19.0,19.0,151.8955078125,0.2930046048130043,52.02048965881299,0.19598322481300112,291.5,666.9
Colombia-Norte_Santander-Convencion,2016-06-04,1,46.56,54.120000000000005,48.16,39.72,48.120000000000005,38.28,32.88,42.28,29.4,34.36,38.56,30.4,1.1676,0.6908000000000001,3.258000000000001,8.04,9.719999999999999,9.52,14.198381423950195,0.02451098736500025,14.855012937365007,1.1072821793650036,291.5,666.9
Haiti-Artibonite-Verrettes,2016-02-03,1,32.0,32.0,32.0,28.0,28.0,27.0,24.0,23.0,23.0,19.0,19.0,19.0,0.0,0.0,0.0,14.0,14.0,14.0,435.5438537597656,0.2510800180770048,8.229483534076975,1.7210770100024125e-06,8.7,18.8
Colombia-Antioquia-Dabeiba,2016-02-27,1,89.0,88.0,31.0,83.0,83.0,28.0,78.0,78.0,26.0,74.0,74.0,23.0,0.02,0.0,0.25,10.0,10.0,18.0,16.775135040283203,0.8744581188520003,9.720099110851953,0.9177042628519891,291.5,666.9
Colombia-Caldas-San_Jose,2016-01-23,1,88.0,84.0,85.0,77.0,74.0,75.0,66.0,65.0,65.0,64.0,64.0,65.0,0.0,0.08,0.16,6.0,5.0,6.0,116.93104553222656,0.07604698960000068,2.8464658695999883,0.31351922960000067,291.5,666.9
Brazil-Paraiba,2016-05-28,1,81.0,83.0,27.0,74.0,75.0,23.0,68.0,67.0,20.0,68.0,68.0,21.0,0.43,0.0,18.04,6.0,7.0,10.0,4.566781044006348,0.7858106359790596,4.143365699579071,0.005029171979060142,1799.7,3224.4
Colombia-Narino-La_Llanada,2016-01-09,0,75.0,79.0,80.0,67.0,71.0,70.0,59.0,62.0,60.0,61.0,52.0,50.0,0.12,0.08,0.0,3.0,11.0,10.0,23.4620361328125,0.08934049463401143,3.171447408034018,1.1484582144340025,291.5,666.9
Colombia-Narino-Cordoba,2016-01-09,0,86.26,86.39,38.54,82.48,82.0,35.76,79.57,79.22,32.980000000000004,71.74,72.13,28.63,0.0,0.0,0.0117,8.0,8.13,9.87,73.65008544921875,0.14802215434900493,13.240842130348987,1.3387916023490096,291.5,666.9
Colombia-Sucre-Corozal,2016-04-23,1,35.0,35.0,36.0,30.0,29.0,29.0,25.0,24.0,22.0,26.0,24.0,24.0,0.0,4.06,0.0,4.0,5.0,6.0,255.38619995117188,0.0001994478979998886,16.778951077897986,0.9884758338979936,291.5,666.9
Dominican_Republic-Luperon-Puerto_Plata,2016-02-06,1,29.0,82.0,89.0,22.0,72.0,75.0,16.0,62.0,61.0,22.0,72.0,71.0,0.0,0.24,0.0,6.0,4.0,7.0,651.6904296875,0.01423295044877172,2.8611219502487737,2.9002216260487517,68.2,149.9
Colombia-Norte_Santander-Pamplona,2016-03-26,1,36.0,33.0,31.0,31.0,29.0,27.0,25.0,24.0,24.0,20.0,21.0,21.0,0.0,8.89,0.0,11.0,9.0,8.0,216.29580688476562,0.32138415080161026,9.402207447801626,0.29169482240160616,291.5,666.9
Colombia-Narino-Colon,2016-01-09,0,75.0,79.0,80.0,67.0,71.0,70.0,59.0,62.0,60.0,61.0,52.0,50.0,0.12,0.08,0.0,3.0,11.0,10.0,46.25395202636719,0.14361955125800457,3.65854225925804,0.28105048125799686,291.5,666.9
Colombia-Cundinamarca-Fosca,2016-01-09,0,89.0,87.0,90.0,81.0,79.0,79.0,72.0,71.0,69.0,70.0,68.0,67.0,0.0,0.02,0.0,1.0,1.0,2.0,71.08856201171875,0.13479694286499616,0.17510155286500295,0.1250554268649986,291.5,666.9
Mexico-Oaxaca,2016-06-11,1,28.0,33.0,93.0,21.0,24.0,78.0,14.0,16.0,62.0,16.0,14.0,58.0,56.39,10.16,0.68,5.0,6.0,4.0,5096.3232421875,0.005356096132850011,9.265190416732905,3.064139012732843,1169.6,2270.7
Colombia-Santander-California,2016-01-09,0,82.0,84.0,85.0,74.0,75.0,75.0,66.0,66.0,66.0,68.0,66.0,65.0,0.04,0.01,0.0,4.0,5.0,5.0,48.92405700683594,0.10548042370000321,8.438806683700022,0.0809318836999999,291.5,666.9
Colombia-Guajira-San_Juan_Del_Cesar,2016-05-21,1,99.0,34.0,34.0,89.0,29.0,29.0,78.0,24.0,24.0,72.0,23.0,23.0,0.0,0.0,0.0,11.0,13.0,8.0,29.451332092285156,0.17356163470925104,38.12964361930927,0.03758338770925104,291.5,666.9
Colombia-Huila-Teruel,2016-05-28,1,91.0,92.0,33.0,82.0,84.0,28.0,74.0,76.0,23.0,69.0,69.0,21.0,0.14,0.12,0.0,5.0,5.0,7.0,18.557655334472656,0.11898400469799772,5.865732918697963,1.257895388698,291.5,666.9
Haiti-Centre,2016-02-03,1,32.0,32.0,32.0,28.0,28.0,27.0,24.0,23.0,23.0,19.0,19.0,19.0,0.0,0.0,0.0,14.0,14.0,14.0,263.0572814941406,0.20369773529460705,5.9330844624946035,0.019282765694600565,8.7,18.8
Colombia-Bogota-Kennedy_Kennedy_Central,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,6356.5986328125,0.005024726629,0.005024726629,0.10338088862900208,291.5,666.9
Dominican_Republic-Barahona,2016-05-07,1,30.0,31.0,32.0,27.0,27.0,28.0,23.0,23.0,23.0,24.0,24.0,22.0,1.02,0.0,0.0,12.0,17.0,23.0,2050.2607421875,0.0018242044502504225,2.102146169050236,1.1671120618502697,68.2,149.9
Dominican_Republic-Barahona,2016-05-07,1,30.0,31.0,32.0,27.0,27.0,28.0,23.0,23.0,23.0,24.0,24.0,22.0,1.02,0.0,0.0,12.0,17.0,23.0,2050.2607421875,0.0018242044502504225,2.102146169050236,1.1671120618502697,68.2,149.9
United_States-South_Carolina,2016-06-15,0,97.0,90.0,91.0,86.0,79.0,81.0,74.0,69.0,70.0,69.0,65.0,68.0,0.16,2.1,0.49,7.0,5.0,5.0,127.50901794433594,0.012504152461249663,0.012504152461249663,11.214385650461264,18120.7,18120.7
Dominican_Republic-Valverde,2016-05-21,1,90.0,30.0,31.0,81.0,26.0,26.0,73.0,21.0,21.0,73.0,22.0,22.0,0.0,0.0,0.0,12.0,11.0,10.0,983.0484008789062,0.1740418188694017,3.0608357900693983,1.8284077880694163,68.2,149.9
Ecuador-Manabi-24_de_Mayo,2016-06-22,1,70.0,73.0,72.0,60.0,62.0,60.0,50.0,51.0,49.0,50.0,48.0,50.0,0.0,0.0,0.0,4.0,5.0,4.0,5428.548828125,0.01499121131064724,0.01499121131064724,2.8269942347106425,99.3,184.8
Colombia-Antioquia-El_Bagre,2016-03-19,1,84.76,85.38,54.980000000000004,77.22,78.3,49.06,70.14,70.68,43.22,71.14,70.14,42.599999999999994,1.4486,1.8377999999999999,10.837800000000001,5.16,5.779999999999999,8.48,38.43832778930664,0.00010123406180003017,8.866002718061788,0.6809068876618105,291.5,666.9
Colombia-Narino-Mosquera,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,2368.97509765625,0.006922057425997506,0.006922057425997506,0.06191215142600402,291.5,666.9
Colombia-Magdalena-El_Reten,2016-05-21,1,97.0,34.0,33.0,89.0,31.0,30.0,82.0,27.0,26.0,77.0,24.0,24.0,0.0,0.0,0.0,4.0,7.0,12.0,105.46450805664062,0.2597476095379984,28.523121891538054,0.26120465553801075,291.5,666.9
Dominican_Republic-Independencia,2016-03-26,1,31.0,31.0,31.0,27.0,27.0,26.0,22.0,24.0,21.0,22.0,22.0,19.0,0.0,0.0,0.0,18.0,18.0,15.0,18.34076690673828,0.17891358173676666,3.441027310736785,0.39484007593677234,68.2,149.9
Dominican_Republic-Independencia,2016-03-26,1,31.0,31.0,31.0,27.0,27.0,26.0,22.0,24.0,21.0,22.0,22.0,19.0,0.0,0.0,0.0,18.0,18.0,15.0,18.34076690673828,0.17891358173676666,3.441027310736785,0.39484007593677234,68.2,149.9
Colombia-Tolima-Santa_Isabel,2016-06-18,1,31.0,29.0,28.0,25.0,25.0,23.0,20.0,20.0,19.0,18.0,21.0,21.0,0.0,15.24,11.18,11.0,9.0,7.0,27.223167419433594,0.08623036880021055,0.904014628800184,0.2537888424002044,291.5,666.9
Colombia-Santander-Santa_Barbara,2016-01-09,0,73.0,74.0,75.0,65.0,64.0,63.0,56.0,54.0,52.0,58.0,56.0,53.0,1.45,0.02,0.0,2.0,3.0,4.0,156.28073120117188,0.10510572724199707,3.388923693241959,0.11955656324199995,291.5,666.9
Colombia-Guainia-Mapiripana,2016-01-09,0,85.35,85.09,37.5,79.09,78.96,32.85,72.83,72.83,29.2,73.57,73.7,29.33,0.9808000000000001,0.5231,14.612,3.52,4.0,6.0,0.8007495403289795,1.5176564013940086,41.23559026959409,5.17509333419401,291.5,666.9
Panama-San_Miguelito-Omar_Torrijos,2016-04-11,1,34.0,34.0,34.0,29.0,29.0,29.0,25.0,26.0,24.0,21.0,22.0,22.0,0.0,0.0,0.0,10.0,12.0,11.0,4624.54052734375,0.008037200282000041,0.019282975881999516,8.702726315881943,54.3,91.1
Colombia-Sucre-Buenavista,2016-03-19,1,29.0,29.0,30.0,24.0,23.0,24.0,19.0,19.0,19.0,19.0,19.0,19.0,9.66,4.07,42.92,2.0,3.0,2.0,57.58235168457031,0.009550236073000573,2.6559875340729677,0.030235684073000202,291.5,666.9
Colombia-Valle_Del_Cauca-Yumbo,2016-06-25,1,86.0,30.0,31.0,77.0,24.0,25.0,67.0,18.0,19.0,66.0,19.0,19.0,0.04,0.0,0.76,5.0,7.0,7.0,620.039794921875,0.012780338244997908,6.851095392244954,0.009712844244999973,291.5,666.9
Colombia-Antioquia-Tamesis,2016-01-09,0,84.0,85.0,86.0,75.0,76.0,75.0,65.0,66.0,64.0,61.0,58.0,55.0,0.0,0.0,0.0,4.0,7.0,5.0,89.3975830078125,0.3233280474020026,3.3850534994019985,0.3289644894020033,291.5,666.9
Colombia-Cauca-Padilla,2016-06-25,1,86.0,30.0,31.0,77.0,24.0,25.0,67.0,18.0,19.0,66.0,19.0,19.0,0.04,0.0,0.76,5.0,7.0,7.0,169.24960327148438,0.10673704128841077,6.878814506288384,0.09396425688840851,291.5,666.9
Colombia-Narino-La_Cruz,2016-01-09,0,75.0,79.0,80.0,67.0,71.0,70.0,59.0,62.0,60.0,61.0,52.0,50.0,0.12,0.08,0.0,3.0,11.0,10.0,87.22188568115234,0.14421693784499698,4.915224891845007,0.8763865918449995,291.5,666.9
Colombia-Tolima-Ibague,2016-06-25,1,87.0,31.0,29.0,78.0,25.0,25.0,68.0,20.0,20.0,66.0,18.0,21.0,0.17,0.0,15.24,6.0,11.0,9.0,531.1622314453125,0.012490876819999388,1.2662000528199722,0.2079337688199917,291.5,666.9
Dominican_Republic-Distrito_Nacional,2016-06-04,1,31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,12376.0859375,0.010560756123141259,0.07189741892313734,4.68724406752319,68.2,149.9
Colombia-Cesar-Gonzalez,2016-03-05,1,65.83,69.16,36.879999999999995,59.46,63.16,30.29,53.09,57.79,24.7,55.980000000000004,57.83,25.7,0.9843,0.7519,12.094000000000001,5.22,5.96,8.11,63.42012023925781,0.006129834250000072,14.190231094250004,0.9946803242499987,291.5,666.9
Colombia-Quindio-La_Tebaida,2016-06-11,1,28.0,28.0,83.0,22.0,23.0,74.0,17.0,18.0,64.0,19.0,19.0,66.0,9.14,50.03,0.66,3.0,2.0,2.0,624.717529296875,0.0006521266439994467,2.7661874426439637,0.01248593464400018,291.5,666.9
Colombia-Santander-Jordan,2016-06-25,1,78.0,26.0,27.0,71.0,22.0,22.0,64.0,18.0,18.0,66.0,19.0,19.0,0.73,7.87,6.1,4.0,8.0,8.0,36.69258117675781,0.1638129265000002,5.2233846065000105,0.14344646650000048,291.5,666.9
Colombia-Risaralda-Dosquebradas,2016-06-25,1,81.0,28.0,28.0,73.0,22.0,23.0,64.0,18.0,18.0,65.0,18.0,18.0,1.17,1.52,16.0,5.0,8.0,9.0,3431.7060546875,0.003886589612200418,2.368684883612157,0.09147630321220039,291.5,666.9
Colombia-Boyaca-Caldas,2016-01-09,0,73.0,72.0,72.0,67.0,68.0,67.0,61.0,64.0,61.0,56.0,57.0,56.0,0.0,0.0,0.0,6.0,5.0,5.0,8.757612228393555,0.11909318901721373,1.5675202286171857,0.3570004880172017,291.5,666.9
Colombia-Magdalena-Pedraza,2016-01-09,0,89.0,89.0,91.0,83.0,83.0,84.0,77.0,76.0,77.0,75.0,74.0,74.0,0.0,0.0,0.0,7.0,6.0,6.0,32.60636520385742,0.4202466287374123,21.19913160053734,0.17988437233741067,291.5,666.9
Colombia-Narino-Samaniego,2016-01-09,0,75.0,79.0,80.0,67.0,71.0,70.0,59.0,62.0,60.0,61.0,52.0,50.0,0.12,0.08,0.0,3.0,11.0,10.0,81.46290588378906,0.09113425902099648,2.7320601890210203,0.9519352970209803,291.5,666.9
Colombia-Magdalena-Sitionuevo,2016-04-16,1,34.0,34.0,34.0,30.0,30.0,30.0,26.0,26.0,25.0,24.0,24.0,24.0,0.0,0.0,0.0,22.0,22.0,16.0,219.36732482910156,0.016943665000001138,24.652233964999976,0.0022487650000006113,291.5,666.9
Argentina-Corrientes,2016-04-09,1,31.0,30.0,25.0,27.0,24.0,21.0,23.0,18.0,18.0,23.0,19.0,18.0,77.48,12.95,34.29,12.0,7.0,13.0,837.728515625,0.005249597509619879,54.150284921109645,3.3308250803096193,642.5,883.9
Colombia-Cundinamarca-Gachancipa,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,590.7825927734375,0.16033309652601874,0.16033309652601874,0.482901004126021,291.5,666.9
Haiti-Sud_Est-Cotes_de_Fer,2016-02-03,1,32.0,32.0,32.0,28.0,28.0,27.0,24.0,23.0,23.0,19.0,19.0,19.0,0.0,0.0,0.0,14.0,14.0,14.0,240.75506591796875,0.23687895667223466,11.173024446672203,0.36517807367223076,8.7,18.8
Nicaragua-Leon-Quetzalguaque,2016-03-07,1,35.0,34.0,34.0,29.0,29.0,29.0,25.0,24.0,24.0,22.0,21.0,22.0,0.0,0.0,0.0,17.0,19.0,19.0,123.17100524902344,0.6755699580214523,5.5039181044214445,0.47749456062145945,12.7,32.1
Colombia-Santander-San_Vicente_De_Chucuri,2016-06-25,1,78.0,26.0,27.0,71.0,22.0,22.0,64.0,18.0,18.0,66.0,19.0,19.0,0.73,7.87,6.1,4.0,8.0,8.0,39.206382751464844,0.11383360661300099,5.275644614613003,0.13956950861300033,291.5,666.9
Colombia-Santander-Carcasi,2016-01-09,0,82.0,84.0,85.0,74.0,75.0,75.0,66.0,66.0,66.0,68.0,66.0,65.0,0.04,0.01,0.0,4.0,5.0,5.0,18.314884185791016,0.561966691768812,6.015312940168829,0.47690003676881443,291.5,666.9
Colombia-Santander-Barichara,2016-06-25,1,78.0,26.0,27.0,71.0,22.0,22.0,64.0,18.0,18.0,66.0,19.0,19.0,0.73,7.87,6.1,4.0,8.0,8.0,42.95476531982422,0.24270455608200045,4.592792290082001,0.23551259208200068,291.5,666.9
Brazil-Pernambuco,2016-04-02,1,30.0,31.0,29.0,27.0,27.0,27.0,23.0,23.0,23.0,23.0,24.0,24.0,18.03,1.02,8.13,9.0,8.0,8.0,6.583462238311768,1.8366958431682856,11.766815574968303,0.024792295768290003,1799.7,3224.4
United_States-Puerto_Rico,2016-06-29,1,85.0,85.0,83.0,74.0,74.0,74.0,62.0,63.0,63.0,61.0,62.0,56.0,0.06,2.28,2.97,6.0,6.0,8.0,1966.2645263671875,0.012275216569998599,0.012275216569998599,0.007559410570000683,18120.7,18120.7
Brazil-Rio_Grande_do_Sul,2016-05-28,1,65.0,61.0,21.0,58.0,55.0,18.0,52.0,50.0,15.0,54.0,51.0,15.0,0.11,2.05,1.27,5.0,7.0,11.0,14425.5654296875,0.0038316861605200096,12.724113615760524,0.0076021561605202955,1799.7,3224.4
Colombia-Antioquia-Jardin,2016-05-07,1,27.0,27.0,31.0,22.0,22.0,25.0,18.0,18.0,19.0,17.0,17.0,16.0,0.0,0.0,0.0,5.0,6.0,8.0,99.99433898925781,0.440568118610003,3.5973992986099836,0.4506002806100037,291.5,666.9
Colombia-Bolivar-Mahates,2016-06-18,1,33.0,33.0,32.0,29.0,30.0,29.0,26.0,27.0,26.0,26.0,26.0,25.0,28.96,0.0,1.27,10.0,10.0,9.0,82.85823822021484,0.1463219505130085,18.925381786513036,0.11055858451300699,291.5,666.9
Colombia-Valle_Del_Cauca-Caicedonia,2016-06-25,1,83.0,29.0,28.0,74.0,23.0,22.0,64.0,17.0,17.0,65.0,18.0,19.0,0.95,0.25,9.14,2.0,3.0,3.0,138.66226196289062,0.018154977035409137,2.9589848188353844,0.05255737443541103,291.5,666.9
Dominican_Republic-Independencia,2016-03-26,1,31.0,31.0,31.0,27.0,27.0,26.0,22.0,24.0,21.0,22.0,22.0,19.0,0.0,0.0,0.0,18.0,18.0,15.0,18.34076690673828,0.17891358173676666,3.441027310736785,0.39484007593677234,68.2,149.9
Colombia-Atlantico-Polonuevo,2016-04-16,1,34.0,34.0,34.0,30.0,30.0,30.0,26.0,26.0,25.0,24.0,24.0,24.0,0.0,0.0,0.0,22.0,22.0,16.0,252.48667907714844,0.017870130084998864,23.43147558008498,0.002345194084999968,291.5,666.9
Dominican_Republic-Barahona,2016-05-07,1,30.0,31.0,32.0,27.0,27.0,28.0,23.0,23.0,23.0,24.0,24.0,22.0,1.02,0.0,0.0,12.0,17.0,23.0,2050.2607421875,0.0018242044502504225,2.102146169050236,1.1671120618502697,68.2,149.9
Colombia-Tolima-Alvarado,2016-06-25,1,87.0,31.0,29.0,78.0,25.0,25.0,68.0,20.0,20.0,66.0,18.0,21.0,0.17,0.0,15.24,6.0,11.0,9.0,33.78431701660156,0.05330357917000004,0.6682435911699844,0.09171457716999853,291.5,666.9
Brazil-Espirito_Santo,2016-05-28,1,82.0,82.0,29.0,75.0,77.0,26.0,67.0,71.0,22.0,65.0,70.0,20.0,0.0,0.08,11.94,9.0,7.0,13.0,17.386295318603516,1.1552386423231678,13.599625509923195,0.0013391779231699233,1799.7,3224.4
Dominican_Republic-Independencia,2016-03-26,1,31.0,31.0,31.0,27.0,27.0,26.0,22.0,24.0,21.0,22.0,22.0,19.0,0.0,0.0,0.0,18.0,18.0,15.0,18.34076690673828,0.17891358173676666,3.441027310736785,0.39484007593677234,68.2,149.9
Dominican_Republic-Independencia,2016-03-26,1,31.0,31.0,31.0,27.0,27.0,26.0,22.0,24.0,21.0,22.0,22.0,19.0,0.0,0.0,0.0,18.0,18.0,15.0,18.34076690673828,0.17891358173676666,3.441027310736785,0.39484007593677234,68.2,149.9
Dominican_Republic-Distrito_Nacional,2016-06-04,1,31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,12376.0859375,0.010560756123141259,0.07189741892313734,4.68724406752319,68.2,149.9
Dominican_Republic-Santo_Domingo,2016-06-04,1,31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,12376.0859375,0.010560756123141259,0.07189741892313734,4.68724406752319,68.2,149.9
United_States-Puerto_Rico,2016-06-29,1,85.0,85.0,83.0,74.0,74.0,74.0,62.0,63.0,63.0,61.0,62.0,56.0,0.06,2.28,2.97,6.0,6.0,8.0,1966.2645263671875,0.012275216569998599,0.012275216569998599,0.007559410570000683,18120.7,18120.7
Colombia-Atlantico-Ponedera,2016-01-23,1,90.0,92.0,93.0,82.0,83.0,84.0,74.0,75.0,76.0,75.0,75.0,76.0,0.0,0.0,0.0,11.0,11.0,9.0,253.84890747070312,0.062385482945000764,23.901622694944948,0.003394244944999966,291.5,666.9
Haiti-Grande_Anse,2016-02-03,1,88.34,87.34,43.44,81.24,80.02,38.68,74.14,73.26,33.92,71.92,70.7,31.92,0.06160000000000001,0.026399999999999996,0.0088,5.22,4.44,7.56,315.80023193359375,0.02166004039081003,19.44469552979085,0.012064113790809905,8.7,18.8
United_States-Puerto_Rico,2016-06-29,1,85.0,85.0,83.0,74.0,74.0,74.0,62.0,63.0,63.0,61.0,62.0,56.0,0.06,2.28,2.97,6.0,6.0,8.0,1966.2645263671875,0.012275216569998599,0.012275216569998599,0.007559410570000683,18120.7,18120.7
Mexico-Tamaulipas,2015-11-28,0,79.0,84.0,77.0,67.0,74.0,70.0,55.0,63.0,63.0,56.0,64.0,62.0,0.12,0.0,0.32,5.0,5.0,7.0,2.593869686126709,0.3323622795002535,3.898043078500241,2.4242809655002584,1169.6,2270.7
Colombia-Cundinamarca-Fomeque,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,21.715307235717773,0.10965661638500304,0.10965661638500304,0.1786074343849993,291.5,666.9
Dominican_Republic-Santo_Domingo,2016-06-04,1,31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,12376.0859375,0.010560756123141259,0.07189741892313734,4.68724406752319,68.2,149.9
Colombia-Cesar-El_Copey,2016-06-25,1,94.0,35.0,35.0,85.0,30.0,30.0,77.0,24.0,24.0,71.0,22.0,23.0,2.14,0.0,1.02,8.0,12.0,7.0,28.886348724365234,0.586240642865004,29.704429456864997,0.8665201028649985,291.5,666.9
United_States-Puerto_Rico,2016-06-29,1,85.0,85.0,83.0,74.0,74.0,74.0,62.0,63.0,63.0,61.0,62.0,56.0,0.06,2.28,2.97,6.0,6.0,8.0,1966.2645263671875,0.012275216569998599,0.012275216569998599,0.007559410570000683,18120.7,18120.7
Colombia-Narino-Santacruz,2016-01-09,0,93.0,96.0,97.0,85.0,85.0,86.0,76.0,75.0,75.0,77.0,77.0,76.0,0.16,0.04,0.0,2.0,1.0,1.0,53.832984924316406,0.17637657777799925,12.928385229777973,0.36921861777800113,291.5,666.9
Colombia-Narino-Santa_Barbara,2016-01-09,1,73.0,74.0,75.0,65.0,64.0,63.0,56.0,54.0,52.0,58.0,56.0,53.0,1.45,0.02,0.0,2.0,3.0,4.0,156.28073120117188,0.10510572724199707,3.388923693241959,0.11955656324199995,291.5,666.9
Argentina-San_Luis,2016-05-07,1,19.0,14.0,21.0,14.0,9.0,16.0,9.0,5.0,10.0,9.0,3.0,8.0,0.0,6.61,0.0,9.0,14.0,14.0,19.511531829833984,0.0011582054977299077,63.178568296897666,3.9463901760977502,642.5,883.9
Colombia-Narino-Cumbitara,2016-01-09,0,75.0,79.0,80.0,67.0,71.0,70.0,59.0,62.0,60.0,61.0,52.0,50.0,0.12,0.08,0.0,3.0,11.0,10.0,58.63288879394531,0.08011501160000019,4.327960811600011,1.2212665315999942,291.5,666.9
Panama-Kuna_Yala-Corazon_de_Jesus,2016-04-11,1,35.0,35.0,35.0,29.0,29.0,28.0,23.0,24.0,22.0,20.0,21.0,21.0,0.0,0.0,0.0,7.0,9.0,6.0,12.695869445800781,0.774700201716048,0.774700201716048,5.253426210716022,54.3,91.1
Colombia-Norte_Santander-Tibu,2016-06-18,1,43.28,51.56,50.08,36.36,45.56,39.64,29.439999999999998,39.64,30.200000000000003,30.68,35.28,31.200000000000003,1.1987999999999999,0.6804,1.7540000000000013,8.52,10.36,9.76,12.76861572265625,0.49189310202501557,17.512438884025038,0.6104431300249956,291.5,666.9
Colombia-Bogota-Fontibon_Fontibon,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,6356.5986328125,0.0008125949620000261,0.0008125949620000261,0.10762556496200083,291.5,666.9
